# Shopify Product Taxonomy: 0.3.0
gid://shopify/Taxonomy/Category/aa              : Apparel & Accessories
gid://shopify/Taxonomy/Category/aa-1-8-3-8      : Apparel & Accessories > Clothing > Men's Undergarments > Men's Underwear > Trunks
gid://shopify/Taxonomy/Category/aa-1-8-3-9      : Apparel & Accessories > Clothing > Men's Undergarments > Men's Underwear > Undershorts
gid://shopify/Taxonomy/Category/aa-1-9          : Apparel & Accessories > Clothing > One-Pieces
gid://shopify/Taxonomy/Category/aa-1-10         : Apparel & Accessories > Clothing > Outerwear
gid://shopify/Taxonomy/Category/aa-1-10-1       : Apparel & Accessories > Clothing > Outerwear > Chaps
gid://shopify/Taxonomy/Category/aa-1-10-2       : Apparel & Accessories > Clothing > Outerwear > Coats & Jackets
gid://shopify/Taxonomy/Category/aa-1-10-2-1     : Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Bolero Jackets
gid://shopify/Taxonomy/Category/aa-1-10-2-2     : Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Bomber Jackets
gid://shopify/Taxonomy/Category/aa-1-10-2-3     : Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Capes
gid://shopify/Taxonomy/Category/aa-1-10-2-4     : Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Motorcycle Outerwear
gid://shopify/Taxonomy/Category/aa-1-10-2-5     : Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Overcoats
gid://shopify/Taxonomy/Category/aa-1-10-2-6     : Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Parkas
gid://shopify/Taxonomy/Category/aa-1-10-2-7     : Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Pea Coats
gid://shopify/Taxonomy/Category/aa-1-10-2-8     : Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Ponchos
gid://shopify/Taxonomy/Category/aa-1-10-2-9     : Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Puffer Jackets
gid://shopify/Taxonomy/Category/aa-1-10-2-10    : Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Rain Coats
gid://shopify/Taxonomy/Category/aa-1-10-2-11    : Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Sport Jackets
gid://shopify/Taxonomy/Category/aa-1-10-2-12    : Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Track Jackets
gid://shopify/Taxonomy/Category/aa-1-10-2-13    : Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Trench Coats
gid://shopify/Taxonomy/Category/aa-1-10-2-14    : Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Trucker Jackets
gid://shopify/Taxonomy/Category/aa-1-10-2-15    : Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Varsity Jackets
gid://shopify/Taxonomy/Category/aa-1-10-2-16    : Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Windbreakers
gid://shopify/Taxonomy/Category/aa-1-10-2-17    : Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Wrap Coats
gid://shopify/Taxonomy/Category/aa-1-10-3       : Apparel & Accessories > Clothing > Outerwear > Rain Pants
gid://shopify/Taxonomy/Category/aa-1-10-4       : Apparel & Accessories > Clothing > Outerwear > Rain Suits
gid://shopify/Taxonomy/Category/aa-1-10-5       : Apparel & Accessories > Clothing > Outerwear > Snow Pants & Suits
gid://shopify/Taxonomy/Category/aa-1-10-6       : Apparel & Accessories > Clothing > Outerwear > Vests
gid://shopify/Taxonomy/Category/aa-1-11         : Apparel & Accessories > Clothing > Outfit Sets
gid://shopify/Taxonomy/Category/aa-1-12         : Apparel & Accessories > Clothing > Pants
gid://shopify/Taxonomy/Category/aa-1-12-2       : Apparel & Accessories > Clothing > Pants > Cargo Pants
gid://shopify/Taxonomy/Category/aa-1-12-3       : Apparel & Accessories > Clothing > Pants > Chinos
gid://shopify/Taxonomy/Category/aa-1-12-4       : Apparel & Accessories > Clothing > Pants > Jeans
gid://shopify/Taxonomy/Category/aa-1-12-5       : Apparel & Accessories > Clothing > Pants > Jeggings
gid://shopify/Taxonomy/Category/aa-1-12-7       : Apparel & Accessories > Clothing > Pants > Joggers
gid://shopify/Taxonomy/Category/aa-1-12-8       : Apparel & Accessories > Clothing > Pants > Leggings
gid://shopify/Taxonomy/Category/aa-1-12-11      : Apparel & Accessories > Clothing > Pants > Trousers
gid://shopify/Taxonomy/Category/aa-1-14         : Apparel & Accessories > Clothing > Shorts
gid://shopify/Taxonomy/Category/aa-1-14-1       : Apparel & Accessories > Clothing > Shorts > Bermudas
gid://shopify/Taxonomy/Category/aa-1-14-2       : Apparel & Accessories > Clothing > Shorts > Cargo Shorts
gid://shopify/Taxonomy/Category/aa-1-14-3       : Apparel & Accessories > Clothing > Shorts > Chino Shorts
gid://shopify/Taxonomy/Category/aa-1-14-5       : Apparel & Accessories > Clothing > Shorts > Denim Shorts
gid://shopify/Taxonomy/Category/aa-1-14-6       : Apparel & Accessories > Clothing > Shorts > Jegging Shorts
gid://shopify/Taxonomy/Category/aa-1-14-7       : Apparel & Accessories > Clothing > Shorts > Jogger Shorts
gid://shopify/Taxonomy/Category/aa-1-14-8       : Apparel & Accessories > Clothing > Shorts > Legging Shorts
gid://shopify/Taxonomy/Category/aa-1-14-4       : Apparel & Accessories > Clothing > Shorts > Short Trousers
gid://shopify/Taxonomy/Category/aa-1-15         : Apparel & Accessories > Clothing > Skirts
gid://shopify/Taxonomy/Category/aa-1-16         : Apparel & Accessories > Clothing > Skorts
gid://shopify/Taxonomy/Category/aa-1-17         : Apparel & Accessories > Clothing > Sleepwear & Loungewear
gid://shopify/Taxonomy/Category/aa-1-17-1       : Apparel & Accessories > Clothing > Sleepwear & Loungewear > Long Johns
gid://shopify/Taxonomy/Category/aa-1-17-2       : Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear
gid://shopify/Taxonomy/Category/aa-1-17-2-1     : Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear > Loungewear Bottoms
gid://shopify/Taxonomy/Category/aa-1-17-2-1-1   : Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear > Loungewear Bottoms > Boxers
gid://shopify/Taxonomy/Category/aa-1-17-2-1-2   : Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear > Loungewear Bottoms > Joggers
gid://shopify/Taxonomy/Category/aa-1-17-2-1-3   : Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear > Loungewear Bottoms > Leggings
gid://shopify/Taxonomy/Category/aa-1-17-2-1-4   : Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear > Loungewear Bottoms > Shorts
gid://shopify/Taxonomy/Category/aa-1-17-2-1-5   : Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear > Loungewear Bottoms > Skirts
gid://shopify/Taxonomy/Category/aa-1-17-2-2     : Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear > Loungewear Tops
gid://shopify/Taxonomy/Category/aa-1-17-3       : Apparel & Accessories > Clothing > Sleepwear & Loungewear > Nightgowns
gid://shopify/Taxonomy/Category/aa-1-17-4       : Apparel & Accessories > Clothing > Sleepwear & Loungewear > Pajamas
gid://shopify/Taxonomy/Category/aa-1-17-5       : Apparel & Accessories > Clothing > Sleepwear & Loungewear > Robes
gid://shopify/Taxonomy/Category/aa-1-18         : Apparel & Accessories > Clothing > Socks
gid://shopify/Taxonomy/Category/aa-1-18-1       : Apparel & Accessories > Clothing > Socks > Ankle Socks
gid://shopify/Taxonomy/Category/aa-1-18-2       : Apparel & Accessories > Clothing > Socks > Athletic Socks
gid://shopify/Taxonomy/Category/aa-1-18-3       : Apparel & Accessories > Clothing > Socks > Crew Socks
gid://shopify/Taxonomy/Category/aa-1-18-4       : Apparel & Accessories > Clothing > Socks > Dance Socks
gid://shopify/Taxonomy/Category/aa-1-18-5       : Apparel & Accessories > Clothing > Socks > Footie Socks
gid://shopify/Taxonomy/Category/aa-1-18-6       : Apparel & Accessories > Clothing > Socks > Heel Socks
gid://shopify/Taxonomy/Category/aa-1-18-7       : Apparel & Accessories > Clothing > Socks > Hold Up Socks
gid://shopify/Taxonomy/Category/aa-1-18-8       : Apparel & Accessories > Clothing > Socks > Knee Socks
gid://shopify/Taxonomy/Category/aa-1-18-9       : Apparel & Accessories > Clothing > Socks > Panty Socks
gid://shopify/Taxonomy/Category/aa-1-18-10      : Apparel & Accessories > Clothing > Socks > Sneaker Socks
gid://shopify/Taxonomy/Category/aa-1-19         : Apparel & Accessories > Clothing > Suits
gid://shopify/Taxonomy/Category/aa-1-19-1       : Apparel & Accessories > Clothing > Suits > Pant Suits
gid://shopify/Taxonomy/Category/aa-1-19-2       : Apparel & Accessories > Clothing > Suits > Skirt Suits
gid://shopify/Taxonomy/Category/aa-1-19-3       : Apparel & Accessories > Clothing > Suits > Tuxedos
gid://shopify/Taxonomy/Category/aa-1-20         : Apparel & Accessories > Clothing > Swimwear
gid://shopify/Taxonomy/Category/aa-1-20-2       : Apparel & Accessories > Clothing > Swimwear > Boardshorts
gid://shopify/Taxonomy/Category/aa-1-20-5       : Apparel & Accessories > Clothing > Swimwear > Burkinis
gid://shopify/Taxonomy/Category/aa-1-20-6       : Apparel & Accessories > Clothing > Swimwear > Classic Bikinis
gid://shopify/Taxonomy/Category/aa-1-20-7       : Apparel & Accessories > Clothing > Swimwear > Cover Ups
gid://shopify/Taxonomy/Category/aa-1-20-22      : Apparel & Accessories > Clothing > Swimwear > One-Piece Swimsuits
gid://shopify/Taxonomy/Category/aa-1-20-12      : Apparel & Accessories > Clothing > Swimwear > Rash Guards
gid://shopify/Taxonomy/Category/aa-1-20-23      : Apparel & Accessories > Clothing > Swimwear > Surf Tops
gid://shopify/Taxonomy/Category/aa-1-20-3       : Apparel & Accessories > Clothing > Swimwear > Swim Boxers
gid://shopify/Taxonomy/Category/aa-1-20-4       : Apparel & Accessories > Clothing > Swimwear > Swim Briefs
gid://shopify/Taxonomy/Category/aa-1-20-17      : Apparel & Accessories > Clothing > Swimwear > Swim Dresses
gid://shopify/Taxonomy/Category/aa-1-20-24      : Apparel & Accessories > Clothing > Swimwear > Swimwear Tops
gid://shopify/Taxonomy/Category/aa-1-23         : Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing
gid://shopify/Taxonomy/Category/aa-1-23-1       : Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Kimonos
gid://shopify/Taxonomy/Category/aa-1-23-2       : Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas
gid://shopify/Taxonomy/Category/aa-1-21         : Apparel & Accessories > Clothing > Uniforms
gid://shopify/Taxonomy/Category/aa-1-21-1       : Apparel & Accessories > Clothing > Uniforms > Contractor Pants & Coveralls
gid://shopify/Taxonomy/Category/aa-1-21-2       : Apparel & Accessories > Clothing > Uniforms > Flight Suits
gid://shopify/Taxonomy/Category/aa-1-21-3       : Apparel & Accessories > Clothing > Uniforms > Food Service Uniforms
gid://shopify/Taxonomy/Category/aa-1-21-4       : Apparel & Accessories > Clothing > Uniforms > Military Uniforms
gid://shopify/Taxonomy/Category/aa-1-21-5       : Apparel & Accessories > Clothing > Uniforms > School Uniforms
gid://shopify/Taxonomy/Category/aa-1-21-6       : Apparel & Accessories > Clothing > Uniforms > Security Uniforms
gid://shopify/Taxonomy/Category/aa-1-21-7       : Apparel & Accessories > Clothing > Uniforms > Sports Uniforms
gid://shopify/Taxonomy/Category/aa-1-21-8       : Apparel & Accessories > Clothing > Uniforms > White Coats
gid://shopify/Taxonomy/Category/aa-1-22         : Apparel & Accessories > Clothing > Wedding & Bridal Party Dresses
gid://shopify/Taxonomy/Category/aa-1-22-1       : Apparel & Accessories > Clothing > Wedding & Bridal Party Dresses > Bridal Party Dresses
gid://shopify/Taxonomy/Category/aa-1-22-2       : Apparel & Accessories > Clothing > Wedding & Bridal Party Dresses > Wedding Dresses
gid://shopify/Taxonomy/Category/aa-2            : Apparel & Accessories > Clothing Accessories
gid://shopify/Taxonomy/Category/aa-2-1          : Apparel & Accessories > Clothing Accessories > Arm Warmers & Sleeves
gid://shopify/Taxonomy/Category/aa-2-2          : Apparel & Accessories > Clothing Accessories > Baby & Toddler Clothing Accessories
gid://shopify/Taxonomy/Category/aa-2-2-1        : Apparel & Accessories > Clothing Accessories > Baby & Toddler Clothing Accessories > Baby & Toddler Belts
gid://shopify/Taxonomy/Category/aa-2-2-2        : Apparel & Accessories > Clothing Accessories > Baby & Toddler Clothing Accessories > Baby & Toddler Gloves & Mittens
gid://shopify/Taxonomy/Category/aa-2-2-3        : Apparel & Accessories > Clothing Accessories > Baby & Toddler Clothing Accessories > Baby & Toddler Hats
gid://shopify/Taxonomy/Category/aa-2-2-4        : Apparel & Accessories > Clothing Accessories > Baby & Toddler Clothing Accessories > Baby Protective Wear
gid://shopify/Taxonomy/Category/aa-2-3          : Apparel & Accessories > Clothing Accessories > Balaclavas
gid://shopify/Taxonomy/Category/aa-2-4          : Apparel & Accessories > Clothing Accessories > Bandanas & Headties
gid://shopify/Taxonomy/Category/aa-2-5          : Apparel & Accessories > Clothing Accessories > Belt Buckles
gid://shopify/Taxonomy/Category/aa-2-6          : Apparel & Accessories > Clothing Accessories > Belts
gid://shopify/Taxonomy/Category/aa-2-7          : Apparel & Accessories > Clothing Accessories > Bridal Accessories
gid://shopify/Taxonomy/Category/aa-2-8          : Apparel & Accessories > Clothing Accessories > Button Studs
gid://shopify/Taxonomy/Category/aa-2-9          : Apparel & Accessories > Clothing Accessories > Collar Stays
gid://shopify/Taxonomy/Category/aa-2-10         : Apparel & Accessories > Clothing Accessories > Cufflinks
gid://shopify/Taxonomy/Category/aa-2-11         : Apparel & Accessories > Clothing Accessories > Decorative Fans
gid://shopify/Taxonomy/Category/aa-2-12         : Apparel & Accessories > Clothing Accessories > Earmuffs
gid://shopify/Taxonomy/Category/aa-2-13         : Apparel & Accessories > Clothing Accessories > Gloves & Mittens
gid://shopify/Taxonomy/Category/aa-2-14         : Apparel & Accessories > Clothing Accessories > Hair Accessories
gid://shopify/Taxonomy/Category/aa-2-14-1       : Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Bun & Volume Shapers
gid://shopify/Taxonomy/Category/aa-2-14-2       : Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Combs
gid://shopify/Taxonomy/Category/aa-2-14-3       : Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Extensions
gid://shopify/Taxonomy/Category/aa-2-14-4       : Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Forks & Sticks
gid://shopify/Taxonomy/Category/aa-2-14-5       : Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Nets
gid://shopify/Taxonomy/Category/aa-2-14-6       : Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips
gid://shopify/Taxonomy/Category/aa-2-14-7       : Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Wreaths
gid://shopify/Taxonomy/Category/aa-2-14-8       : Apparel & Accessories > Clothing Accessories > Hair Accessories > Headbands
gid://shopify/Taxonomy/Category/aa-2-14-9       : Apparel & Accessories > Clothing Accessories > Hair Accessories > Ponytail Holders
gid://shopify/Taxonomy/Category/aa-2-14-10      : Apparel & Accessories > Clothing Accessories > Hair Accessories > Tiaras
gid://shopify/Taxonomy/Category/aa-2-14-11      : Apparel & Accessories > Clothing Accessories > Hair Accessories > Wig Accessories
gid://shopify/Taxonomy/Category/aa-2-14-12      : Apparel & Accessories > Clothing Accessories > Hair Accessories > Wigs
gid://shopify/Taxonomy/Category/aa-2-15         : Apparel & Accessories > Clothing Accessories > Hand Muffs
gid://shopify/Taxonomy/Category/aa-2-16         : Apparel & Accessories > Clothing Accessories > Handkerchiefs
gid://shopify/Taxonomy/Category/aa-2-17         : Apparel & Accessories > Clothing Accessories > Hats
gid://shopify/Taxonomy/Category/aa-2-17-1       : Apparel & Accessories > Clothing Accessories > Hats > Baseball Caps
gid://shopify/Taxonomy/Category/aa-2-17-2       : Apparel & Accessories > Clothing Accessories > Hats > Beanies
gid://shopify/Taxonomy/Category/aa-2-17-3       : Apparel & Accessories > Clothing Accessories > Hats > Berets
gid://shopify/Taxonomy/Category/aa-2-17-4       : Apparel & Accessories > Clothing Accessories > Hats > Bowler Hats
gid://shopify/Taxonomy/Category/aa-2-17-5       : Apparel & Accessories > Clothing Accessories > Hats > Bucket Hats
gid://shopify/Taxonomy/Category/aa-2-17-6       : Apparel & Accessories > Clothing Accessories > Hats > Cowboy Hats
gid://shopify/Taxonomy/Category/aa-2-17-7       : Apparel & Accessories > Clothing Accessories > Hats > Fedoras
gid://shopify/Taxonomy/Category/aa-2-17-8       : Apparel & Accessories > Clothing Accessories > Hats > Flat Caps
gid://shopify/Taxonomy/Category/aa-2-17-9       : Apparel & Accessories > Clothing Accessories > Hats > Panama Hats
gid://shopify/Taxonomy/Category/aa-2-17-10      : Apparel & Accessories > Clothing Accessories > Hats > Snapback Caps
gid://shopify/Taxonomy/Category/aa-2-17-11      : Apparel & Accessories > Clothing Accessories > Hats > Sun Hats
gid://shopify/Taxonomy/Category/aa-2-17-12      : Apparel & Accessories > Clothing Accessories > Hats > Top Hats
gid://shopify/Taxonomy/Category/aa-2-17-13      : Apparel & Accessories > Clothing Accessories > Hats > Trilbies
gid://shopify/Taxonomy/Category/aa-2-17-14      : Apparel & Accessories > Clothing Accessories > Hats > Trucker Hats
gid://shopify/Taxonomy/Category/aa-2-17-15      : Apparel & Accessories > Clothing Accessories > Hats > Visors
gid://shopify/Taxonomy/Category/aa-2-17-16      : Apparel & Accessories > Clothing Accessories > Hats > Winter Hats
gid://shopify/Taxonomy/Category/aa-2-18         : Apparel & Accessories > Clothing Accessories > Headwear
gid://shopify/Taxonomy/Category/aa-2-18-1       : Apparel & Accessories > Clothing Accessories > Headwear > Fascinators
gid://shopify/Taxonomy/Category/aa-2-18-2       : Apparel & Accessories > Clothing Accessories > Headwear > Headdresses
gid://shopify/Taxonomy/Category/aa-2-18-3       : Apparel & Accessories > Clothing Accessories > Headwear > Turbans
gid://shopify/Taxonomy/Category/aa-2-19         : Apparel & Accessories > Clothing Accessories > Leg Warmers
gid://shopify/Taxonomy/Category/aa-2-20         : Apparel & Accessories > Clothing Accessories > Leis
gid://shopify/Taxonomy/Category/aa-2-21         : Apparel & Accessories > Clothing Accessories > Maternity Belts & Support Bands
gid://shopify/Taxonomy/Category/aa-2-22         : Apparel & Accessories > Clothing Accessories > Neck Gaiters
gid://shopify/Taxonomy/Category/aa-2-23         : Apparel & Accessories > Clothing Accessories > Neckties
gid://shopify/Taxonomy/Category/aa-2-24         : Apparel & Accessories > Clothing Accessories > Pinback Buttons
